序号,所属平台,订单号,下单用户,规格,总金额,运费,快递单号,快递公司
"	1","	微信","	20230404155054223880","	天空不可话语","	规格：默认，",434.00,,"	","	"
"	2","	微信","	20230404155054223880","	天空不可话语","	套餐：观光塔+防尘罩，",434.00,,"	","	"
"	3","	微信","	20230404155054223880","	天空不可话语","	套餐：（一套子母包15.6）），",434.00,,"	","	"
"	4","	微信","	20230404155054223880","	天空不可话语","	套餐：主楼+防尘罩，",434.00,,"	","	"
"	5","	微信","	20230404141922303591","	无敌暴龙战士","	规格：默认，",1244.00,0.00,"	","	"
"	6","	微信","	20230404141922303591","	无敌暴龙战士","	规格：单色光，USB供电，",1244.00,0.00,"	","	"
"	7","	微信","	20230404141922303591","	无敌暴龙战士","	规格：明信片套装，",1244.00,0.00,"	","	"
"	8","	微信","	20230404141922303591","	无敌暴龙战士","	规格：默认，",1244.00,0.00,"	","	"
"	9","	微信","	20230404141922303591","	无敌暴龙战士","	远望谷：未拼好，",1244.00,0.00,"	","	"
"	10","	微信","	20230404141922303591","	无敌暴龙战士","	内存：32G，接口：2.0，",1244.00,0.00,"	","	"
"	11","	微信","	20230404141700965218","	无敌暴龙战士","	内存：32G，接口：2.0，",480.00,0.00,"	","	"
"	12","	微信","	20230404141554243061","	无敌暴龙战士","	规格：默认，",350.00,0.00,"	","	"
"	13","	微信","	20230404141529922795","	无敌暴龙战士","	颜色：浅灰，",360.00,0.00,"	","	"
"	14","	微信","	20230404141447638144","	无敌暴龙战士","	规格：默认，",576.00,0.00,"	","	"
"	15","	微信","	20230404141414318858","	无敌暴龙战士","	颜色：浅灰，",703.00,0.00,"	","	"
"	16","	微信","	20230404141312956566","	无敌暴龙战士","	规格：默认，",250.00,0.00,"	","	"
"	17","	微信","	20230404141238689122","	无敌暴龙战士","	型号：西电，",250.00,0.00,"	","	"
"	18","	微信","	20230404000713965834","	一黎将军","	规格：默认，",194.00,0.00,"	","	"
"	19","	微信","	20230404000713965834","	一黎将军","	套餐：观光塔+防尘罩，",194.00,0.00,"	","	"
"	20","	微信","	20230403182806529232","	汪汪队摸大鱼","	套餐：主楼+防尘罩，",318.00,,"	","	"
"	21","	微信","	20230403181121393351","	汪汪队摸大鱼","	套餐：主楼+防尘罩，",318.00,0.00,"	","	"
"	22","	微信","	20230402143857891589","	柒","	远望谷：未拼好，",187.00,,"	","	"
"	23","	微信","	20230402143857891589","	柒","	规格：默认，",187.00,,"	","	"
"	24","	微信","	20230401074727778032","	任沁","	规格：明信片套装，",59.00,10.00,"	","	"
"	25","	微信","	20230401074727778032","	任沁","	规格：默认，",59.00,10.00,"	","	"
"	26","	微信","	20230331144933679281","	NGC2237","	规格：默认，",2304.00,,"	","	"
"	27","	微信","	20230328162219730492","	Grade Billion","	颜色：灰色，",8.00,,"	","	"
"	28","	微信","	20230327204601315982","	柒","	规格：默认，",472.00,,"	","	"
"	29","	微信","	20230327204601315982","	柒","	束口包：420D，",472.00,,"	","	"
"	30","	微信","	20230327204601315982","	柒","	规格：默认，",472.00,,"	","	"
"	31","	微信","	20230327204601315982","	柒","	颜色：灰色，",472.00,,"	","	"
"	32","	微信","	20230327122630677393","	杨晨东","	套餐：主楼+防尘罩，",159.00,0.00,"	","	"
"	33","	微信","	20230325174656562967","	蛤","	规格：明信片套装，",12.00,,"	","	"
"	34","	微信","	20230325174612639871","	蛤","	规格：默认，",48.00,,"	","	"
"	35","	微信","	20230324192451391211","	塬塬鸽","	规格：默认，",48.00,,"	","	"
"	36","	微信","	20230324185725889474","	Tom Bombadil","	款式：24节气新款（24张），",120.00,,"	","	"
"	37","	微信","	20230324185646364381","	Tom Bombadil","	内存：32G，接口：2.0，",240.00,,"	","	"
"	38","	微信","	20230324185314722907","	Tom Bombadil","	颜色：黄色，数量：一个，",240.00,,"	","	"
"	39","	微信","	20230324173127842490","	小狗恋桃.","	规格：默认，",144.00,,"	","	"
"	40","	微信","	20230324173108313984","	小狗恋桃.","	内存：32G，接口：2.0，",144.00,,"	","	"
"	41","	微信","	20230324172947420070","	小狗恋桃.","	套餐：（一套子母包15.6）），",144.00,,"	","	"
"	42","	微信","	20230324170355439453","	柒","	规格：单色光，USB供电，",1850.00,,"	","	"
"	43","	微信","	20230324170355439453","	柒","	束口包：420D，",1850.00,,"	","	"
"	44","	微信","	20230324170355439453","	柒","	主雕塑积木：未拼好，",1850.00,,"	","	"
"	45","	微信","	20230324170355439453","	柒","	远望谷：未拼好，",1850.00,,"	","	"
"	46","	微信","	20230324170355439453","	柒","	内存：32G，接口：2.0，",1850.00,,"	","	"
"	47","	微信","	20230324170355439453","	柒","	套餐：主楼+防尘罩，",1850.00,,"	","	"
"	48","	微信","	20230324145047578271","	流星","	规格：默认，",48.00,,"	","	"
"	49","	微信","	20230323131147295431","	总之先找个时光机","	规格：f事僖猓",883.20,,"	","	"
"	50","	微信","	20230323122203957213","	i","	规格：默认，",48.00,,"	","	"
"	51","	微信","	20230323122148414990","	(?ì _ í?)","	规格：默认，",48.00,,"	","	"
"	52","	微信","	20230322202338634025","	空白","	规格：单色光，USB供电，",138.00,,"	","	"
"	53","	微信","	20230322201752149199","	呆毛","	内存：32G，接口：2.0，",48.00,,"	","	"
"	54","	微信","	20230322001544737371","	Lazarus","	规格：默认，",48.00,,"	","	"
"	55","	微信","	20230320213719224427","	NGC2237","	束口包：420D，",16.00,,"	","	"
"	56","	微信","	20230320213646751200","	NGC2237","	型号：西电，",25.00,,"	","	"
"	57","	微信","	20230320213621815502","	NGC2237","	规格：默认，",20.00,,"	","	"
"	58","	微信","	20230320213546580447","	NGC2237","	规格：默认，",8.00,,"	","	"
"	59","	微信","	20230320213518389974","	NGC2237","	颜色：浅灰，",38.00,,"	","	"
"	60","	微信","	20230320213440966568","	NGC2237","	颜色：浅灰，",24.00,,"	","	"
"	61","	微信","	20230320213333517787","	NGC2237","	套餐：（一套子母包15.6）），",192.00,,"	","	"
"	62","	微信","	20230317145234653042","	Besober","	规格：默认，",48.00,,"	","	"
"	63","	微信","	20230316154818190602","	SOS","	规格：默认，",24.00,,"	","	"
"	64","	微信","	20230315012623470090","	意有所极","	主雕塑积木：未拼好，",109.00,0.00,"	","	"
"	65","	微信","	20230313231513728623","	i","	规格：默认，",960.00,,"	","	"
"	66","	微信","	20230313231513728623","	i","	内存：32G，接口：2.0，",960.00,,"	","	"
"	67","	微信","	20230310230210994459","	Rachel","	主雕塑积木：未拼好，",109.00,,"	","	"
"	68","	微信","	20230307110338411918","	柒","	规格：默认，",20.00,,"	","	"
"	69","	微信","	20230228111447217549","	贪吃爱睡","	规格：默认，",334.00,0.00,"	","	"
"	70","	微信","	20230228111447217549","	贪吃爱睡","	套餐：主楼+防尘罩，",334.00,0.00,"	","	"
"	71","	微信","	20221214100606537332","	一","	规格：默认，",6969.00,,"	","	"
"	72","	微信","	20221214100606537332","	一","	主雕塑积木：未拼好，",6969.00,,"	","	"
"	73","	微信","	20221214100606537332","	一","	远望谷：未拼好，",6969.00,,"	","	"
"	74","	微信","	20221214100606537332","	一","	套餐：观光塔，",6969.00,,"	","	"
"	75","	微信","	20221213160105329086","	总之先找个时光机","	主雕塑积木：未拼好，",516.00,,"	","	"
"	76","	微信","	20221213160105329086","	总之先找个时光机","	远望谷：未拼好，",516.00,,"	","	"
"	77","	微信","	20221213160105329086","	总之先找个时光机","	套餐：主楼+防尘罩，",516.00,,"	","	"
"	78","	微信","	20221212161412396658","	小孩儿","	套餐：观光塔+防尘罩，",183.00,0.00,"	","	"
"	79","	微信","	20221212161412396658","	小孩儿","	类型：竖版（XDU），",183.00,0.00,"	","	"
"	80","	微信","	20221210175505401893","	i","	规格：默认，",131.00,,"	","	"
"	81","	微信","	20221210175505401893","	i","	颜色：红色，",131.00,,"	","	"
"	82","	微信","	20221210175505401893","	i","	颜色：黑色，",131.00,,"	","	"
"	83","	微信","	20221210175505401893","	i","	颜色：绿色，",131.00,,"	","	"
"	84","	微信","	20221210175505401893","	i","	颜色：蓝色，",131.00,,"	","	"
"	85","	微信","	20221210175505401893","	i","	颜色：黄色，",131.00,,"	","	"
"	86","	微信","	20221210175505401893","	i","	束口包：420D，",131.00,,"	","	"
"	87","	微信","	20221206161255863701","	无敌暴龙战士","	尺码：9*28*31.2，",34.99,,"	","	"
"	88","	微信","	20221206161240874036","	无敌暴龙战士","	套餐：（一套子母包15.6）），",48.00,,"	","	"
"	89","	微信","	20221206161223383496","	无敌暴龙战士","	规格：默认，",24.00,,"	","	"
"	90","	微信","	20221206161203619707","	无敌暴龙战士","	规格：随机，",19.20,,"	","	"
"	91","	微信","	20221206112941138981","	流星","	规格：随机，",19.20,,"	","	"
"	92","	微信","	20221206112718604538","	流星","	规格：默认，",5.00,,"	","	"
"	93","	微信","	20221206105445777630","	流星","	束口包：420D，",16.00,,"	","	"
"	94","	微信","	20221206105222180948","	流星","	款式：24节气新款（24张），",24.00,,"	","	"
"	95","	微信","	20221206105113158536","	流星","	规格：随机，",19.20,,"	","	"
"	96","	微信","	20221205234108525410","	总之先找个时光机","	颜色：黄色，数量：一个，",160.00,,"	","	"
"	97","	微信","	20221205234108525410","	总之先找个时光机","	颜色：红色，",160.00,,"	","	"
"	98","	微信","	20221205234108525410","	总之先找个时光机","	颜色：黑色，",160.00,,"	","	"
"	99","	微信","	20221205234108525410","	总之先找个时光机","	颜色：绿色，",160.00,,"	","	"
"	100","	微信","	20221205234108525410","	总之先找个时光机","	颜色：蓝色，",160.00,,"	","	"
"	101","	微信","	20221205234108525410","	总之先找个时光机","	颜色：黄色，",160.00,,"	","	"
"	102","	微信","	20221205234108525410","	总之先找个时光机","	仅支持自提（勿拍）：黑色（磁吸），",160.00,,"	","	"
"	103","	微信","	20221205234108525410","	总之先找个时光机","	束口包：420D，",160.00,,"	","	"
"	104","	微信","	20221205233825605432","	总之先找个时光机","	规格：默认，",160.00,,"	","	"
"	105","	微信","	20221203154521961092","	.","	规格：默认，",288.80,0.00,"	","	"
"	106","	微信","	20221203154521961092","	.","	规格：随机，",288.80,0.00,"	","	"
"	107","	微信","	20221203154521961092","	.","	规格：默认，",288.80,0.00,"	","	"
"	108","	微信","	20221203154521961092","	.","	类型：竖版（XDU），",288.80,0.00,"	","	"
"	109","	微信","	20221201180059561077","	白马非马？","	规格：默认，",580.00,,"	","	"
"	110","	微信","	20221201172452883475","	总之先找个时光机","	规格：单色光，USB供电，",1357.00,,"	","	"
"	111","	微信","	20221130211900578927","	柒","	规格：默认，",865.00,,"	","	"
"	112","	微信","	20221130211900578927","	柒","	规格：单色光，USB供电，",865.00,,"	","	"
"	113","	微信","	20221130211900578927","	柒","	规格：默认，",865.00,,"	","	"
"	114","	微信","	20221130211626928719","	柒","	主雕塑积木：未拼好，",288.00,,"	","	"
"	115","	微信","	20221130211626928719","	柒","	主雕塑积木：防尘罩（不含积木），",288.00,,"	","	"
"	116","	微信","	20221130211626928719","	柒","	套餐：主楼+防尘罩，",288.00,,"	","	"
"	117","	微信","	20221130145347757117","	(?ì _ í?)","	内存：32G，接口：2.0，",48.00,,"	","	"
"	118","	微信","	20221125164952598478","	无敌暴龙战士","	规格：默认，",24.00,,"	","	"
"	119","	微信","	20221125114852853430","	总之先找个时光机","	类型：竖版（XDU），",120.00,,"	","	"
"	120","	微信","	20221125112238689855","	HepaticojejunostomY","	规格：默认，",540.00,,"	","	"
"	121","	微信","	20221125112219528806","	HepaticojejunostomY","	规格：默认，",600.00,,"	","	"
"	122","	微信","	20221125112201253168","	HepaticojejunostomY","	规格：默认，",455.00,,"	","	"
"	123","	微信","	20221124160243367628","	陈","	规格：默认，",56.20,,"	","	"
"	124","	微信","	20221124160243367628","	陈","	规格：随机，",56.20,,"	","	"
"	125","	微信","	20221124160243367628","	陈","	规格：默认，",56.20,,"	","	"
"	126","	微信","	20221122191900393962","	i","	规格：默认，",53.00,8.00,"	","	"
"	127","	微信","	20221122153020921562","	Lyk?","	规格：单色光，USB供电，",690.00,,"	","	"
"	128","	微信","	20221121192301465164","	天天哇哈哈","	类型：黑色版，",24.00,,"	","	"
"	129","	微信","	20221121174620165630","	Lyk?","	主雕塑积木：未拼好，",872.00,,"	","	"
"	130","	微信","	20221119130754383321","	糖酥","	规格：默认，",5.00,,"	","	"
"	131","	微信","	20221119115234462324","	koumu","	规格：默认，",172.80,,"	","	"
"	132","	微信","	20221119115234462324","	koumu","	规格：随机，",172.80,,"	","	"
"	133","	微信","	20221118171507163034","	koumu","	规格：默认，",224.00,,"	","	"
"	134","	微信","	20221118171507163034","	koumu","	规格：默认，",224.00,,"	","	"
"	135","	微信","	20221118171507163034","	koumu","	规格：单色光，USB供电，",224.00,,"	","	"
"	136","	微信","	20221118171507163034","	koumu","	规格：默认，",224.00,,"	","	"
"	137","	微信","	20221118171507163034","	koumu","	规格：默认，",224.00,,"	","	"
"	138","	微信","	20221118171250702839","	koumu","	规格：明信片套装，",24.00,,"	","	"
"	139","	微信","	20221118161032152783","	一","	规格：默认，",8.00,,"	","	"
"	140","	微信","	20221118155458223277","	塬塬鸽","	规格：默认，",40.00,,"	","	"
"	141","	微信","	20221118155458223277","	塬塬鸽","	规格：默认，",40.00,,"	","	"
"	142","	微信","	20221117171548474585","	散木","	规格：随机，",19.20,,"	","	"
"	143","	微信","	20221117170232692707","	(?ì _ í?)","	规格：默认，",24.00,,"	","	"
"	144","	微信","	20221117164857190542","	小矮人","	内存：32G，接口：2.0，",48.00,,"	","	"
"	145","	微信","	20221117155033210809","	白马非马？","	规格：默认，",24.00,,"	","	"
"	146","	微信","	20221117093606629028","	Godot","	规格：随机，",19.20,,"	","	"
"	147","	微信","	20221116233942775958","	小嘟与小喷","	规格：默认，",40.00,8.00,"	","	"
"	148","	微信","	20221116233942775958","	小嘟与小喷","	束口包：420D，",40.00,8.00,"	","	"
"	149","	微信","	20221116222724816881","	张轩","	仅支持自提（勿拍）：黑色（磁吸），",24.00,8.00,"	","	"
"	150","	微信","	20221116213114110199","	柒","	规格：默认，",5.00,,"	","	"
"	151","	微信","	20221116213006398507","	柒","	规格：默认，",24.00,,"	","	"
"	152","	微信","	20221116155904465026","	总之先找个时光机","	类型：竖版（XDU），",600.00,,"	","	"
"	153","	微信","	20221115194345112089","	子曰","	规格：单色光，USB供电，",36.00,13.00,"	78635078462395","	中通快递"
"	154","	微信","	20221115160311297747","	汪汪队摸大鱼","	规格：默认，",15.00,,"	","	"
"	155","	微信","	20221115160152430439","	汪汪队摸大鱼","	规格：明信片套装，",12.00,,"	","	"
"	156","	微信","	20221115160121557780","	汪汪队摸大鱼","	规格：默认，",5.00,,"	","	"
"	1","	微信","	20221115160053228931","	汪汪队摸大鱼","	仅支持自提（勿拍）：黑色（磁吸），",16.00,,"	","	"
"	2","	微信","	20221115155918621886","	汪汪队摸大鱼","	束口包：420D，",16.00,,"	","	"
"	3","	微信","	20221115155810902710","	汪汪队摸大鱼","	主雕塑积木：未拼好，",109.00,,"	","	"
"	4","	微信","	20221115155739925911","	玉兔摘星","	类型：竖版（XDU），",120.00,,"	","	"
"	5","	微信","	20221115155708626035","	汪汪队摸大鱼","	套餐：西电主楼，",139.00,,"	","	"
"	6","	微信","	20221111144528750521","	Chocolator","	套餐：观光塔，",278.00,0.00,"	78635109829607","	中通快递"
"	7","	微信","	20221111144528750521","	Chocolator","	套餐：西电主楼，",278.00,0.00,"	78635109829607","	中通快递"
"	8","	微信","	20221110232652251671","	blur","	规格：默认，",53.00,8.00,"	78635110836663","	中通快递"
"	9","	微信","	20221110232652251671","	blur","	规格：默认，",53.00,8.00,"	78635110836663","	中通快递"
"	10","	微信","	20221110232652251671","	blur","	仅支持自提（勿拍）：黑色（磁吸），",53.00,8.00,"	78635110836663","	中通快递"
"	11","	微信","	20221110172120449376","	(?ì _ í?)","	规格：单色光，USB供电，",115.00,,"	","	"
"	12","	微信","	20221110165759423364","	陈","	远望谷：未拼好，",278.00,,"	","	"
"	13","	微信","	20221110165759423364","	陈","	套餐：西电主楼，",278.00,,"	","	"
"	14","	微信","	20221108122557422210","	Lyk?","	规格：默认，",175.00,,"	","	"
"	15","	微信","	20221104143752417561","	崔浩东","	类型：竖版（XDU），",240.00,,"	","	"
"	16","	微信","	20221104132422543117","	汪汪队摸大鱼","	颜色：红色，尺码：2XL，",98.00,,"	","	"
"	17","	微信","	20221104132352121207","	汪汪队摸大鱼","	尺码：XL，颜色：红色，",294.00,,"	","	"
"	18","	微信","	20221103192524594067","	(?ì _ í?)","	规格：默认，",24.00,,"	","	"
"	19","	微信","	20221103190834964718","	速写平淡?","	主雕塑积木：防尘罩（不含积木），",20.00,,"	","	"
"	20","	微信","	20221103175630722370","	速写平淡?","	主雕塑积木：防尘罩（不含积木），",129.00,,"	","	"
"	21","	微信","	20221103175630722370","	速写平淡?","	主雕塑积木：未拼好，",129.00,,"	","	"
"	22","	微信","	20221102211814339476","	柒","	主雕塑积木：未拼好，",447.00,,"	","	"
"	23","	微信","	20221102211814339476","	柒","	主雕塑积木：防尘罩（不含积木），",447.00,,"	","	"
"	24","	微信","	20221102211814339476","	柒","	套餐：观光塔+防尘罩，",447.00,,"	","	"
"	25","	微信","	20221102211814339476","	柒","	套餐：主楼+防尘罩，",447.00,,"	","	"
"	26","	微信","	20221101144636899273","	总之先找个时光机","	书包：红蓝拼色，",176.00,,"	","	"
"	27","	微信","	20221101133606922801","	总之先找个时光机","	规格：单色光，USB供电，",391.00,,"	","	"
"	28","	微信","	20221031214322641303","	","	规格：随机，",19.20,,"	","	"
"	29","	微信","	20221031110520985539","	humanities","	内存：32G，接口：2.0，",61.00,13.00,"	78629283299511","	中通快递"
"	30","	微信","	20221029130259205460","	柳紫建","	规格：默认，",60.00,13.00,"	78630764221764","	中通快递"
"	31","	微信","	20221029130259205460","	柳紫建","	规格：单色光，USB供电，",60.00,13.00,"	78630764221764","	中通快递"
"	32","	微信","	20221028164103473416","	","	规格：单色光，USB供电，",46.00,,"	","	"
"	33","	微信","	20221028155941509833","	(?ì _ í?)","	规格：默认，",180.00,,"	","	"
"	34","	微信","	20221028155720167593","	AAA西安电子科技大学海七宿管大爷","	规格：明信片套装，",12.00,,"	","	"
"	35","	微信","	20221028153001450639","	CIXDIN","	规格：默认，",20.00,,"	","	"
"	36","	微信","	20221028153001450639","	CIXDIN","	规格：默认，",20.00,,"	","	"
"	37","	微信","	20221028143430724231","	蛤","	规格：默认，",24.00,,"	","	"
"	38","	微信","	20221028143411278763","	蛤","	规格：明信片套装，",12.00,,"	","	"
"	39","	微信","	20221027173639243544","	李子园","	尺码：XL，颜色：红色，",3091.00,,"	","	"
"	40","	微信","	20221027173639243544","	李子园","	束口包：420D，",3091.00,,"	","	"
"	41","	微信","	20221027173639243544","	李子园","	书包：纯红色，",3091.00,,"	","	"
"	42","	微信","	20221027173639243544","	李子园","	套餐：观光塔，",3091.00,,"	","	"
"	43","	微信","	20221027173639243544","	李子园","	内存：32G，接口：2.0，",3091.00,,"	","	"
"	44","	微信","	20221027173524437600","	HepaticojejunostomY","	款式：24节气新款（24张），",48.00,,"	","	"
"	45","	微信","	20221026200840863418","	天天哇哈哈","	束口包：420D，",104.00,,"	","	"
"	46","	微信","	20221026200840863418","	天天哇哈哈","	书包：纯红色，",104.00,,"	","	"
"	47","	微信","	20221026192640834656","	蛤","	仅支持自提（勿拍）：黑色（蝴蝶扣），",800.00,,"	","	"
"	48","	微信","	20221026111457374451","	Lyk?","	款式：24节气新款（24张），",24.00,,"	","	"
"	49","	微信","	20221025144818523672","	山楂面包","	款式：24节气新款（24张），",24.00,,"	","	"
"	50","	微信","	20221024195511923814","	Besober","	规格：随机，",38.40,,"	","	"
"	51","	微信","	20221024155928170628","	Lancen","	束口包：420D，",16.00,,"	","	"
"	52","	微信","	20221024153925165690","	流星","	类型：黑色版，",24.00,,"	","	"
"	53","	微信","	20221024153901809328","	流星","	型号：西电，",5.00,,"	","	"
"	54","	微信","	20221024153830928866","	流星","	规格：默认，",15.00,,"	","	"
"	55","	微信","	20221024153746349156","	流星","	套餐：西电主楼，",139.00,,"	","	"
"	56","	微信","	20221024153654592372","	流星","	规格：随机，",19.20,,"	","	"
"	57","	微信","	20221024083233875443","	Yannie","	规格：默认，",45.00,13.00,"	78626752740825","	中通快递"
"	58","	微信","	20221024083233875443","	Yannie","	类型：黑色版，",45.00,13.00,"	78626752740825","	中通快递"
"	59","	微信","	20221023221142209601","	不打出成绩不改名","	主雕塑积木：未拼好，",248.00,0.00,"	78626750632160","	中通快递"
"	60","	微信","	20221023221142209601","	不打出成绩不改名","	套餐：西电主楼，",248.00,0.00,"	78626750632160","	中通快递"
"	61","	微信","	20221023140942581864","	逸清","	套餐：观光塔，",139.00,0.00,"	78627049701228","	中通快递"
"	62","	微信","	20221023140638456978","	逸清","	规格：默认，",72.00,,"	","	"
"	63","	微信","	20221022075329464678","	江之行","	套餐：观光塔，",139.00,0.00,"	78626752280053","	中通快递"
"	64","	微信","	20221021191528681829","	糖水儿","	规格：默认，",75.00,0.00,"	","	"
"	65","	微信","	20221021133250424486","	i","	型号：西电，",175.00,0.00,"	","	"
"	66","	微信","	20221021132934471348","	i","	规格：单色光，USB供电，",575.00,0.00,"	","	"
"	67","	微信","	20221021132906399738","	i","	规格：默认，",250.00,0.00,"	","	"
"	68","	微信","	20221013161109830788","	今夜无月亮","	规格：明信片套装，",12.00,,"	","	"
"	69","	微信","	20220906190409976249","	波西王几","	规格：默认，",28.00,13.00,"	78613322347991","	中通快递"
"	70","	微信","	20220906190311925935","	波西王几","	规格：默认，",60.00,0.00,"	78613322184307","	中通快递"
"	71","	微信","	20220612172157579039","	Y not","	规格：默认，",86.00,0.00,"	","	"
"	72","	微信","	20220612172157579039","	Y not","	规格：单色光，USB供电，",86.00,0.00,"	","	"
"	73","	微信","	20220612172157579039","	Y not","	规格：默认，",86.00,0.00,"	","	"
"	74","	微信","	20220612111307272041","	秦文静","	规格：随机，",696.80,0.00,"	","	"
"	75","	微信","	20220612111307272041","	秦文静","	仅支持自提（勿拍）：黑色（蝴蝶扣），",696.80,0.00,"	","	"
"	76","	微信","	20220612111307272041","	秦文静","	套餐：西电主楼，",696.80,0.00,"	","	"
"	77","	微信","	20220611095331209482","	佩佩","	规格：默认，",53.00,8.00,"	","	"
"	78","	微信","	20220611095331209482","	佩佩","	规格：默认，",53.00,8.00,"	","	"
"	79","	微信","	20220610192637344389","	总之先找个时光机","	规格：单色光，USB供电，",23.00,,"	","	"
"	80","	微信","	20220610123401601997","	日暮途远  、","	套餐：（一套子母包15.6）），",929.94,0.00,"	75887413947967","	中通快递"
"	81","	微信","	20220610123401601997","	日暮途远  、","	颜色：浅灰，",929.94,0.00,"	75887413947967","	中通快递"
"	82","	微信","	20220610123401601997","	日暮途远  、","	颜色：浅灰，",929.94,0.00,"	75887413947967","	中通快递"
"	83","	微信","	20220610123401601997","	日暮途远  、","	规格：默认，",929.94,0.00,"	75887413947967","	中通快递"
"	84","	微信","	20220610123401601997","	日暮途远  、","	颜色：黄色，数量：一个，",929.94,0.00,"	75887413947967","	中通快递"
"	85","	微信","	20220610123401601997","	日暮途远  、","	尺码：9*28*31.2，",929.94,0.00,"	75887413947967","	中通快递"
"	86","	微信","	20220610123401601997","	日暮途远  、","	规格：单色光，USB供电，",929.94,0.00,"	75887413947967","	中通快递"
"	87","	微信","	20220610123401601997","	日暮途远  、","	类型：竖版（XDU），",929.94,0.00,"	75887413947967","	中通快递"
"	88","	微信","	20220610123401601997","	日暮途远  、","	类型：黑色版，",929.94,0.00,"	75887413947967","	中通快递"
"	89","	微信","	20220610123401601997","	日暮途远  、","	型号：西电，",929.94,0.00,"	75887413947967","	中通快递"
"	90","	微信","	20220610123401601997","	日暮途远  、","	型号：桃李，",929.94,0.00,"	75887413947967","	中通快递"
"	91","	微信","	20220610123401601997","	日暮途远  、","	型号：小将，",929.94,0.00,"	75887413947967","	中通快递"
"	92","	微信","	20220609183437506513","	老豆","	类型：竖版（XDU），",32.00,8.00,"	","	"
"	93","	微信","	20220608110456439092","	姬^","	规格：单色光，USB供电，",23.00,,"	","	"
"	94","	微信","	20220607170016183579","	李子园","	规格：单色光，USB供电，",222.00,,"	","	"
"	95","	微信","	20220607170016183579","	李子园","	规格：默认，",222.00,,"	","	"
"	96","	微信","	20220607170016183579","	李子园","	套餐：观光塔，",222.00,,"	","	"
"	97","	微信","	20220606153632404484","	十月°如也","	规格：随机，",1244.55,,"	","	"
"	98","	微信","	20220606153632404484","	十月°如也","	规格：默认，",1244.55,,"	","	"
"	99","	微信","	20220606153632404484","	十月°如也","	主雕塑积木：未拼好，",1244.55,,"	","	"
"	100","	微信","	20220606153632404484","	十月°如也","	远望谷：未拼好，",1244.55,,"	","	"
"	101","	微信","	20220606153632404484","	十月°如也","	规格：默认，",1244.55,,"	","	"
"	102","	微信","	20220606153632404484","	十月°如也","	套餐：观光塔，",1244.55,,"	","	"
"	103","	微信","	20220606153632404484","	十月°如也","	尺码：9*28*31.2，",1244.55,,"	","	"
"	104","	微信","	20220606153632404484","	十月°如也","	套餐：西电主楼，",1244.55,,"	","	"
"	105","	微信","	20220606153349514608","	蛤","	颜色：黄色，数量：一个，",72.00,,"	","	"
"	106","	微信","	20220606153243377426","	蛤","	规格：默认，",88.00,,"	","	"
"	107","	微信","	20220606153155266723","	蛤","	内存：32G，接口：2.0，",144.00,,"	","	"
"	108","	微信","	20220606151322302636","	王冬阳","	规格：默认，",57.00,,"	","	"
"	109","	微信","	20220606151322302636","	王冬阳","	规格：单色光，USB供电，",57.00,,"	","	"
"	110","	微信","	20220606151322302636","	王冬阳","	类型：竖版（XDU），",57.00,,"	","	"
"	111","	微信","	20220606143122262286","	RhysL","	规格：默认，",50.00,,"	","	"
"	112","	微信","	20220606015114824928","	zhangHC","	规格：默认，",23.00,,"	","	"
"	113","	微信","	20220606015114824928","	zhangHC","	规格：默认，",23.00,,"	","	"
"	114","	微信","	20220604222949137872","	RhysL","	颜色：浅灰，",240.00,0.00,"	","	"
"	115","	微信","	20220604122318534966","	总之先找个时光机","	内存：32G，接口：2.0，",336.00,,"	","	"
