序号,所属平台,订单号,下单用户,规格,总金额,运费,快递单号,快递公司
"	160","	微信","	20191104141605223534","	Merlin","	套餐：主楼+防尘罩，",207.00,0.00,"	73122190722183","	中通快递"
"	161","	微信","	20191104040514180721","	Contrail","	尺码：XXL，颜色：绿色，",98.00,0.00,"	73122639761328","	中通快递"
"	1","	微信","	20191104035920901757","	Contrail","	尺码：L，颜色：粉色，",98.00,0.00,"	73122639777346","	中通快递"
"	2","	微信","	20191103084943133523","	云中峰峦","	尺码：XXL，颜色：灰色，",98.00,0.00,"	73122639791708","	中通快递"
"	3","	微信","	20191102224635796107","	抽抽","	套餐：主楼+防尘罩，",159.00,0.00,"	73122190729494","	中通快递"
"	4","	微信","	20191102162208245315","	Hello猫先森","	书包：酒红色，",88.00,0.00,"	73122191304651","	中通快递"
"	5","	微信","	20191101204539571053","	熙熙haha","	套餐：观光塔+防尘罩，",159.00,0.00,"	73122191304651","	中通快递"
"	6","	微信","	20191101204448756391","	。","	颜色：黄蓝，",88.00,0.00,"	","	"
"	7","	微信","	20191101170303717331","	菠萝菠萝哒！","	规格：默认，",154.00,0.00,"	","	"
"	8","	微信","	20191101170303717331","	菠萝菠萝哒！","	规格：默认，",154.00,0.00,"	","	"
"	9","	微信","	20191101170303717331","	菠萝菠萝哒！","	颜色：浅灰，",154.00,0.00,"	","	"
"	10","	微信","	20191101170303717331","	菠萝菠萝哒！","	颜色：浅灰，",154.00,0.00,"	","	"
"	11","	微信","	20191101170303717331","	菠萝菠萝哒！","	套餐：（一套子母包15.6）），",154.00,0.00,"	","	"
"	12","	微信","	20191101124000846427","	 ??","	套餐：观光塔，",278.00,0.00,"	73122070416412","	中通快递"
"	13","	微信","	20191101124000846427","	 ??","	套餐：西电主楼，",278.00,0.00,"	73122070416412","	中通快递"
"	14","	微信","	20191101120021247646","	郭斯睿","	尺码：XXL，颜色：黑色，",152.00,0.00,"	73122859448643","	中通快递"
"	15","	微信","	20191101120021247646","	郭斯睿","	颜色：浅灰，",152.00,0.00,"	73122859448643","	中通快递"
"	16","	微信","	20191031211705530012","	张泽阳","	套餐：主楼+防尘罩，",159.00,0.00,"	73122070423494","	中通快递"
"	17","	微信","	20191031162609761250","	傅E","	颜色：蓝色，",27.00,3.00,"	73122070442790","	中通快递"
"	18","	微信","	20191031144305504365","	何哲伟","	徽章：金色+毛毡壳，",35.00,10.00,"	73122070686125","	中通快递"
"	19","	微信","	20191031142648248666","	隔壁老王","	套餐：主楼+防尘罩，",159.00,0.00,"	73122070430318","	中通快递"
"	20","	微信","	20191031113843837143","	あの人","	书包：青蓝色，",88.00,0.00,"	73122070449314","	中通快递"
"	21","	微信","	20191031085704292704","	潘喵Kitty王","	套餐：主楼+防尘罩，",159.00,0.00,"	73122070436477","	中通快递"
"	22","	微信","	20191031004758501802","	ALsuka","	颜色：浅灰，",77.00,0.00,"	","	"
"	23","	微信","	20191031004758501802","	ALsuka","	套餐：（一套子母包15.6）），",77.00,0.00,"	","	"
"	24","	微信","	20191030223420266390","	Hahn","	类型：横版，发货时间：七到十五天内发货，",27.00,3.00,"	","	"
"	25","	微信","	20191027111803295388","	小石","	套餐：西电主楼，",139.00,0.00,"	73121764718996","	中通快递"
"	26","	微信","	20191027105649395505","	赖赖赖赖赖美云","	颜色：浅蓝，",39.00,10.00,"	73121764723909","	中通快递"
"	27","	微信","	20191027105649395505","	赖赖赖赖赖美云","	颜色：红色，",39.00,10.00,"	73121764723909","	中通快递"
"	28","	微信","	20191027105649395505","	赖赖赖赖赖美云","	颜色：浅灰，",39.00,10.00,"	73121764723909","	中通快递"
"	29","	微信","	20191025233455903169","	FUN GUY.","	尺码：XL，颜色：红色，",98.00,0.00,"	","	"
"	30","	微信","	20191025230827575336","	GQY","	尺码：L，",98.00,0.00,"	","	"
"	31","	微信","	20191025221515849138","	超载猫","	尺码：XXL，",130.00,0.00,"	","	"
"	32","	微信","	20191025221515849138","	超载猫","	颜色：黑色，",130.00,0.00,"	","	"
"	33","	微信","	20191025221515849138","	超载猫","	颜色：蓝色，",130.00,0.00,"	","	"
"	34","	微信","	20191025192752431975","	徐建东","	尺码：L，",98.00,0.00,"	73121764714457","	中通快递"
"	35","	微信","	20191023101045142182","	李尚儒","	规格：默认，",51.00,3.00,"	","	"
"	36","	微信","	20191020101847368444","	-f","	套餐：观光塔，",139.00,0.00,"	","	"
"	37","	微信","	20191016145721774512","	神","	套餐：观光塔+防尘罩，",247.00,0.00,"	773009166248388","	申通快递"
"	38","	微信","	20191016145721774512","	神","	尺码：XXL，",247.00,0.00,"	773009166248388","	申通快递"
"	39","	微信","	20191016102044354225","	籽豪","	套餐：观光塔+防尘罩，",159.00,0.00,"	","	"
"	40","	微信","	20191014200818544100","	郭子博","	套餐：西电主楼，",139.00,0.00,"	191017058120536104","	中通快递"
"	41","	微信","	20191014000211577764","	Yuki","	尺码：XL，",88.00,0.00,"	191014054319235104","	中通快递"
"	42","	微信","	20191013154027914728","	茄子","	黑色：XXL，",98.00,10.00,"	191014054013897102","	中通快递"
"	43","	微信","	20191010111506220666","	Holt.T","	套餐：观光塔，",139.00,0.00,"	","	"
"	44","	微信","	20190930183226265517","	黄金时代","	薄荷绿：L，",88.00,0.00,"	","	"
"	45","	微信","	20190930164120376706","	嗯对","	套餐：观光塔+防尘罩，",331.00,0.00,"	","	"
"	46","	微信","	20190930164120376706","	嗯对","	颜色：灰色，",331.00,0.00,"	","	"
"	47","	微信","	20190930164120376706","	嗯对","	颜色：浅灰，",331.00,0.00,"	","	"
"	48","	微信","	20190930164120376706","	嗯对","	19款红白：XL，颜色：红色，",331.00,0.00,"	","	"
"	49","	微信","	20190930164120376706","	嗯对","	19款黑白：XL，",331.00,0.00,"	","	"
"	50","	微信","	20190929173251587987","	Leo Zeng","	颜色：蓝色，",27.00,3.00,"	","	"
"	51","	微信","	20190929124301895695","	Leo Zeng","	颜色：浅灰，",27.00,3.00,"	","	"
"	52","	微信","	20190928235537569343","	刘勤奋","	规格：默认，",15.00,3.00,"	","	"
"	53","	微信","	20190926191254216687","	细细","	颜色：灰色，",35.00,3.00,"	","	"
"	54","	微信","	20190926191254216687","	细细","	颜色：浅蓝，",35.00,3.00,"	","	"
"	55","	微信","	20190926191254216687","	细细","	颜色：浅灰，",35.00,3.00,"	","	"
"	56","	微信","	20190923173929725956","	好嗨哟！","	规格：默认，",224.00,0.00,"	","	"
"	57","	微信","	20190923173929725956","	好嗨哟！","	规格：默认，",224.00,0.00,"	","	"
"	58","	微信","	20190923173929725956","	好嗨哟！","	规格：默认，",224.00,0.00,"	","	"
"	59","	微信","	20190923173929725956","	好嗨哟！","	颜色：黄蓝，",224.00,0.00,"	","	"
"	60","	微信","	20190923122229147671","	右边的口袋","	规格：默认，",39.00,3.00,"	","	"
"	61","	微信","	20190917083514199009","	常筑径","	薄荷绿：M，",711.00,0.00,"	","	"
"	62","	微信","	20190917083514199009","	常筑径","	红色：M，",711.00,0.00,"	","	"
"	63","	微信","	20190917083514199009","	常筑径","	套餐：观光塔+防尘罩，",711.00,0.00,"	","	"
"	64","	微信","	20190917083514199009","	常筑径","	尺码：M，颜色：天空蓝，",711.00,0.00,"	","	"
"	65","	微信","	20190917083514199009","	常筑径","	内存：16G，接口：3.0，",711.00,0.00,"	","	"
"	66","	微信","	20190915224726584250","	","	规格：默认，",56.00,3.00,"	73119836578938","	中通快递"
"	67","	微信","	20190915224726584250","	","	规格：默认，",56.00,3.00,"	73119836578938","	中通快递"
"	68","	微信","	20190912131021816732","	卧轨的蚂蚁","	颜色：灰色，",80.00,0.00,"	","	"
"	69","	微信","	20190910111029152002","	kiddobaby","	套餐：主楼+防尘罩，",159.00,0.00,"	","	"
"	70","	微信","	20190907163923193107","	卧轨的蚂蚁","	规格：默认，",352.00,0.00,"	","	"
"	71","	微信","	20190907163923193107","	卧轨的蚂蚁","	书包：红蓝，",352.00,0.00,"	","	"
"	72","	微信","	20190907163923193107","	卧轨的蚂蚁","	颜色：灰色，",352.00,0.00,"	","	"
"	73","	微信","	20190907163923193107","	卧轨的蚂蚁","	颜色：黑色，",352.00,0.00,"	","	"
"	74","	微信","	20190907163923193107","	卧轨的蚂蚁","	颜色：黄蓝，",352.00,0.00,"	","	"
"	75","	微信","	20190907163923193107","	卧轨的蚂蚁","	颜色：绿色，",352.00,0.00,"	","	"
"	76","	微信","	20190906231430118636","	昊","	套餐：观光塔，",139.00,0.00,"	","	"
"	77","	微信","	20190817121151295872","	在水一方","	徽章：金色+毛毡壳，",64.00,0.00,"	73118175220083","	中通快递"
"	78","	微信","	20190817121151295872","	在水一方","	19蓝白款：XL，",64.00,0.00,"	73118175220083","	中通快递"
"	79","	微信","	20190815093801208383","	Stefanie","	徽章：金色+毛毡壳，",525.00,0.00,"	73118027021583","	中通快递"
"	80","	微信","	20190815093801208383","	Stefanie","	颜色：白色，",525.00,0.00,"	73118027021583","	中通快递"
"	81","	微信","	20190815093801208383","	Stefanie","	颜色：绿色，",525.00,0.00,"	73118027021583","	中通快递"
"	82","	微信","	20190815093801208383","	Stefanie","	颜色：黄色，",525.00,0.00,"	73118027021583","	中通快递"
"	83","	微信","	20190815093801208383","	Stefanie","	颜色：红色，",525.00,0.00,"	73118027021583","	中通快递"
"	84","	微信","	20190815093801208383","	Stefanie","	颜色：浅蓝，",525.00,0.00,"	73118027021583","	中通快递"
"	85","	微信","	20190801121045318891","	小橙","	套餐：观光塔，",139.00,0.00,"	73117436632137","	中通快递"
"	86","	微信","	20190731132603678256","	marc","	套餐：观光塔，",278.00,0.00,"	73117436638865","	中通快递"
"	87","	微信","	20190731132603678256","	marc","	套餐：西电主楼，",278.00,0.00,"	73117436638865","	中通快递"
"	88","	微信","	20190729224648329765","	超人哆啦哆啦","	套餐：西电主楼，",139.00,0.00,"	73117315898871","	中通快递"
"	89","	微信","	20190723101922786784","	天才乔治","	红色：L，",88.00,0.00,"	73117114956147","	中通快递"
"	90","	微信","	20190719172715734702","	肉肉旺","	银色徽章：银色徽章+毛毡壳，",1068.00,0.00,"	","	"
"	91","	微信","	20190719172715734702","	肉肉旺","	套餐：观光塔，",1068.00,0.00,"	","	"
"	92","	微信","	20190718165940660597","	一盆零度火锅","	套餐：观光塔，",139.00,0.00,"	73116629189465","	中通快递"
"	93","	微信","	20190716234433724504","	X.y.","	套餐：西电主楼，",139.00,0.00,"	","	"
"	94","	微信","	20190715162221769098","	miama","	套餐：观光塔，",278.00,0.00,"	73116452484762","	中通快递"
"	95","	微信","	20190715162221769098","	miama","	套餐：西电主楼，",278.00,0.00,"	73116452484762","	中通快递"
"	96","	微信","	20190711075106532042","	饕饕不嚼","	颜色：黄蓝，",88.00,0.00,"	","	"
"	97","	微信","	20190710162330748530","	王玉平","	徽章：金色+毛毡壳，",153.00,0.00,"	73116316559636","	中通快递"
"	98","	微信","	20190710162330748530","	王玉平","	杯子：黑色-礼盒装，",153.00,0.00,"	73116316559636","	中通快递"
"	99","	微信","	20190710162330748530","	王玉平","	书包：酒红色，",153.00,0.00,"	73116316559636","	中通快递"
"	100","	微信","	20190710162330748530","	王玉平","	规格：默认，",153.00,0.00,"	73116316559636","	中通快递"
"	101","	微信","	20190709211554972419","	帆子","	套餐：主楼+防尘罩，",159.00,0.00,"	046954534319","	顺丰速运"
"	102","	微信","	20190709145117920454","	天天天蓝","	套餐：西电主楼，",278.00,0.00,"	","	"
"	103","	微信","	20190708110723706940","	王者","	套餐：观光塔，",139.00,0.00,"	73116316552996","	中通快递"
"	104","	微信","	20190707153542465370","	【zhāng】","	规格：默认，",39.00,3.00,"	","	"
"	105","	微信","	20190706041151430308","	QiY","	小熊：2019毕业小熊【限定版】，",60.00,0.00,"	73116316546068","	中通快递"
"	106","	微信","	20190706041151430308","	QiY","	徽章：黑金银三色套装+毛毡壳，",60.00,0.00,"	73116316546068","	中通快递"
"	107","	微信","	20190703140156336743","	一盆零度火锅","	套餐：观光塔，",139.00,0.00,"	73116316648377","	中通快递"
"	108","	微信","	20190630202554136865","	bala0toh","	19款红白：M，颜色：红色，",531.00,0.00,"	","	"
"	109","	微信","	20190630202554136865","	bala0toh","	19款红白：S，颜色：红色，",531.00,0.00,"	","	"
"	110","	微信","	20190630202554136865","	bala0toh","	19款红白：XL，颜色：红色，",531.00,0.00,"	","	"
"	111","	微信","	20190630202554136865","	bala0toh","	19款红白：XXL，颜色：红色，",531.00,0.00,"	","	"
"	112","	微信","	20190630202554136865","	bala0toh","	19款黑白：XL，",531.00,0.00,"	","	"
"	113","	微信","	20190627215619695976","	lyz泽","	套餐：西电主楼，",139.00,0.00,"	","	"
"	114","	微信","	20190626140728648563","	dòuěr","	黄色：M，",88.00,0.00,"	","	"
"	115","	微信","	20190626134523855947","	dòuěr","	规格：默认，",212.00,0.00,"	","	"
"	116","	微信","	20190626134523855947","	dòuěr","	书包：酒红色，",212.00,0.00,"	","	"
"	117","	微信","	20190626134523855947","	dòuěr","	尺码：M，",212.00,0.00,"	","	"
"	118","	微信","	20190626002936991785","	冯子成","	套餐：西电主楼，",139.00,0.00,"	73115532174946","	中通快递"
"	119","	微信","	20190625000024215290","	-Lina-","	规格：默认，",239.00,0.00,"	73115588208622","	中通快递"
"	120","	微信","	20190625000024215290","	-Lina-","	杯子：黑色-礼盒装，",239.00,0.00,"	73115588208622","	中通快递"
"	121","	微信","	20190625000024215290","	-Lina-","	颜色：浅灰，",239.00,0.00,"	73115588208622","	中通快递"
"	122","	微信","	20190625000024215290","	-Lina-","	19蓝白款：L，",239.00,0.00,"	73115588208622","	中通快递"
"	123","	微信","	20190622182242927376","	仰望星空","	徽章：金色+毛毡壳，",8.00,3.00,"	73115532195501","	中通快递"
"	124","	微信","	20190622003141593646","	寝梁居奕","	徽章：黑金银三色套组+毛毡壳，",15.01,3.00,"	","	"
"	125","	微信","	20190621202404986885","	王卓","	小熊：2019毕业小熊【典藏版】，",51.00,3.00,"	73115333451528","	中通快递"
"	126","	微信","	20190621175027559889","	深眸","	19蓝白款：XL，",59.00,0.00,"	","	"
"	127","	微信","	20190621163529523852","	空之倩影","	套餐：主楼+防尘罩，",159.00,0.00,"	73115331765956","	中通快递"
"	128","	微信","	20190621163310569154","	高彩晋","	书包：酒红色，",88.00,0.00,"	","	"
"	129","	微信","	20190621163004840598","	北诺南兮","	颜色：浅蓝，",117.00,0.00,"	73115331783479","	中通快递"
"	130","	微信","	20190621163004840598","	北诺南兮","	颜色：黄色，",117.00,0.00,"	73115331783479","	中通快递"
"	131","	微信","	20190621163004840598","	北诺南兮","	颜色：黄蓝，",117.00,0.00,"	73115331783479","	中通快递"
"	132","	微信","	20190621163004840598","	北诺南兮","	颜色：浅灰，",117.00,0.00,"	73115331783479","	中通快递"
"	133","	微信","	20190621151251205567","	丑小鸭","	19款红白：XXL，颜色：红色，",354.00,0.00,"	73115333425633","	中通快递"
"	134","	微信","	20190621151251205567","	丑小鸭","	19款红白：L，颜色：红色，",354.00,0.00,"	73115333425633","	中通快递"
"	135","	微信","	20190621151251205567","	丑小鸭","	19款红白：S，颜色：红色，",354.00,0.00,"	73115333425633","	中通快递"
"	136","	微信","	20190621115513936588","	北诺南兮","	小熊：2019毕业小熊【限定版】，",132.00,0.00,"	73115331775684","	中通快递"
"	137","	微信","	20190621115513936588","	北诺南兮","	规格：默认，",132.00,0.00,"	73115331775684","	中通快递"
"	138","	微信","	20190621115513936588","	北诺南兮","	杯子：黑色-礼盒装，",132.00,0.00,"	73115331775684","	中通快递"
"	139","	微信","	20190620232106119020","	柠檬小黄瓜","	套餐：（一套子母包14）），",61.00,3.00,"	","	"
"	140","	微信","	20190620213438101661","	伟哥","	小熊：2019毕业小熊【限定版】，",267.00,0.00,"	73115532205980","	中通快递"
"	141","	微信","	20190620213438101661","	伟哥","	徽章：黑金银三色套装+毛毡壳，",267.00,0.00,"	73115532205980","	中通快递"
"	142","	微信","	20190620213438101661","	伟哥","	颜色：绿色，",267.00,0.00,"	73115532205980","	中通快递"
"	143","	微信","	20190620213438101661","	伟哥","	套餐：主楼+防尘罩，",267.00,0.00,"	73115532205980","	中通快递"
"	144","	微信","	20190620202522879195","	一盆零度火锅","	徽章：黑金银三色套装+毛毡壳，",476.01,0.00,"	73116316648377","	中通快递"
"	145","	微信","	20190620202522879195","	一盆零度火锅","	银色徽章：黑金银三色套组+毛毡壳，",476.01,0.00,"	73116316648377","	中通快递"
"	146","	微信","	20190620202522879195","	一盆零度火锅","	徽章：黑金银三色套组+毛毡壳，",476.01,0.00,"	73116316648377","	中通快递"
"	147","	微信","	20190620202522879195","	一盆零度火锅","	书包：红蓝，",476.01,0.00,"	73116316648377","	中通快递"
"	148","	微信","	20190620202522879195","	一盆零度火锅","	规格：默认，",476.01,0.00,"	73116316648377","	中通快递"
"	149","	微信","	20190620202522879195","	一盆零度火锅","	颜色：浅蓝，",476.01,0.00,"	73116316648377","	中通快递"
"	150","	微信","	20190620202522879195","	一盆零度火锅","	颜色：白色，",476.01,0.00,"	73116316648377","	中通快递"
"	151","	微信","	20190620202522879195","	一盆零度火锅","	颜色：红色，",476.01,0.00,"	73116316648377","	中通快递"
"	152","	微信","	20190620202522879195","	一盆零度火锅","	颜色：浅灰，",476.01,0.00,"	73116316648377","	中通快递"
"	153","	微信","	20190620202522879195","	一盆零度火锅","	尺码：XXL，",476.01,0.00,"	73116316648377","	中通快递"
"	154","	微信","	20190620202522879195","	一盆零度火锅","	19蓝白款：XXXL，",476.01,0.00,"	73116316648377","	中通快递"
"	155","	微信","	20190620202522879195","	一盆零度火锅","	套餐：主楼+防尘罩，",476.01,0.00,"	73116316648377","	中通快递"
"	156","	微信","	20190620201854103187","	StellaOs","	小熊：2019毕业小熊【典藏版】，",58.00,10.00,"	73115333434822","	中通快递"
"	157","	微信","	20190620201759116302","	QiY","	小熊：2019毕业小熊【典藏版】，",207.00,0.00,"	73115331791496","	中通快递"
"	158","	微信","	20190620201759116302","	QiY","	套餐：主楼+防尘罩，",207.00,0.00,"	73115331791496","	中通快递"
"	159","	微信","	20190620190617715354","	贾  ","	套餐：主楼+防尘罩，",159.00,0.00,"	73115333443376","	中通快递"
"	160","	微信","	20190620160534430496","	Gavin","	银色徽章：黑金银三色套组+毛毡壳，",15.00,3.00,"	","	"
"	161","	微信","	20190620121205392293","	KaelThas Infi","	19蓝白款：XL，",59.00,0.00,"	","	"
"	162","	微信","	20190619212501419924","	贾  ","	规格：默认，",46.00,10.00,"	73115226958836","	顺丰速运"
"	163","	微信","	20190619163401828191","	Gavin","	套餐：（一套子母包15.6）），",61.00,3.00,"	","	"
"	164","	微信","	20190619163213573961","	Gavin","	小熊：2019毕业小熊【典藏版】，",51.00,3.00,"	","	"
"	165","	微信","	20190619135658450097","	wanger","	规格：默认，",720.00,0.00,"	","	"
"	166","	微信","	20190619101758715742","	水孕冰","	规格：默认，",51.00,3.00,"	","	"
"	167","	微信","	20190618145524299774","	翰卿","	规格：默认，",39.00,3.00,"	","	"
"	168","	微信","	20190618133027199749","	小羊咩咩","	徽章：黑金银三色套装+毛毡壳，",60.00,0.00,"	","	"
"	169","	微信","	20190618133027199749","	小羊咩咩","	内存：16G，接口：3.0，",60.00,0.00,"	","	"
"	170","	微信","	20190618103143591199","	飞翔","	徽章：黑金银三色套组+毛毡壳，",15.01,3.00,"	","	"
"	171","	微信","	20190617114329117220","	尹振龙","	小熊：2019毕业小熊【典藏版】，",51.00,3.00,"	","	"
"	172","	微信","	20190616180532442422","	blingbling ","	小熊：2019毕业小熊【典藏版】，",51.00,3.00,"	","	"
"	173","	微信","	20190616133503227152","	请叫我 小贱贱","	小熊：2019毕业小熊【典藏版】，",58.00,10.00,"	73115053197029","	中通快递"
"	174","	微信","	20190616132051294632","	静候","	套餐：西电主楼，",139.00,0.00,"	","	"
"	175","	微信","	20190616182723570602","	","	小熊：2019毕业小熊【典藏版】，",336.00,0.00,"	","	"
"	176","	微信","	20190616182723570602","	","	小熊：2019毕业小熊【限定版】，",336.00,0.00,"	","	"
"	177","	微信","	20190616182723570602","	","	规格：默认，",336.00,0.00,"	","	"
"	178","	微信","	20190616182723570602","	","	杯子：黑色-礼盒装，",336.00,0.00,"	","	"
"	179","	微信","	20190616182723570602","	","	内存：16G，接口：3.0，",336.00,0.00,"	","	"
"	180","	微信","	20190615153754596653","	朝烟","	小熊：2019毕业小熊【典藏版】，",58.00,10.00,"	73115053241691","	中通快递"
"	1","	微信","	20190615140856614609","	水孕冰","	小熊：2019毕业小熊【典藏版】，",51.00,3.00,"	","	"
"	2","	微信","	20190615130027773968","	illusion","	薄荷绿：M，",352.00,0.00,"	","	"
"	3","	微信","	20190615130027773968","	illusion","	黄色：M，",352.00,0.00,"	","	"
"	4","	微信","	20190615130027773968","	illusion","	红色：L，",352.00,0.00,"	","	"
"	5","	微信","	20190615130027773968","	illusion","	红色：XL，",352.00,0.00,"	","	"
"	6","	微信","	20190615120124573736","	多学习少瞎想","	小熊：2019毕业小熊【典藏版】，",96.00,0.00,"	","	"
"	7","	微信","	20190615120124573736","	多学习少瞎想","	小熊：2019毕业小熊【限定版】，",96.00,0.00,"	","	"
"	8","	微信","	20190615120103193899","	孙天祥","	小熊：2019毕业小熊【典藏版】，",51.00,3.00,"	","	"
"	9","	微信","	20190615115948471208","	王敏锐","	小熊：2019毕业小熊【典藏版】，",115.00,0.00,"	","	"
"	10","	微信","	20190615115948471208","	王敏锐","	小熊：2019毕业小熊【限定版】，",115.00,0.00,"	","	"
"	11","	微信","	20190615115948471208","	王敏锐","	颜色：黑色，",115.00,0.00,"	","	"
"	12","	微信","	20190614225943129603","	孙天祥","	尺码：XXL，颜色：天空蓝，",107.00,0.00,"	","	"
"	13","	微信","	20190614225943129603","	孙天祥","	颜色：黑色，",107.00,0.00,"	","	"
"	14","	微信","	20190614123056541458","	请叫我 小贱贱","	小熊：2019毕业小熊【限定版】，",192.00,0.00,"	","	"
"	15","	微信","	20190614084750320037","	小橙","	书包：青蓝色，",315.00,0.00,"	","	"
"	16","	微信","	20190614084750320037","	小橙","	颜色：黄蓝，",315.00,0.00,"	","	"
"	17","	微信","	20190614084750320037","	小橙","	套餐：西电主楼，",315.00,0.00,"	","	"
"	18","	微信","	20190609222705983533","	小鱼儿","	红色：L，",88.00,0.00,"	73114810068866","	中通快递"
"	19","	微信","	20190608003939862946","	李静荷","	书包：酒红色，",88.00,0.00,"	73114617875181","	中通快递"
"	20","	微信","	20190606174455556064","	wanger","	规格：默认，",504.00,0.00,"	","	"
"	21","	微信","	20190604125827742978","	wanger","	规格：默认，",1080.00,0.00,"	","	"
"	22","	微信","	20190602225221317106","	请叫我 小贱贱","	徽章：黑色+毛毡壳，",220.00,0.00,"	","	"
"	23","	微信","	20190602225221317106","	请叫我 小贱贱","	颜色：白色，",220.00,0.00,"	","	"
"	24","	微信","	20190602225221317106","	请叫我 小贱贱","	颜色：绿色，",220.00,0.00,"	","	"
"	25","	微信","	20190530172136565451","	陈敬谊JimChan","	19蓝白款：XL，",59.00,0.00,"	73114197602182","	中通快递"
"	26","	微信","	20190529142425334390","	星尘","	红色：M，",88.00,0.00,"	","	"
"	27","	微信","	20190529142335705515","	星尘","	红色：L，",88.00,0.00,"	","	"
"	28","	微信","	20190526095417383096","	比比比巴卜","	黑色：M，",88.00,0.00,"	","	"
"	29","	微信","	20190524135355679261","	A=皿=A","	书包：酒红色，",147.00,0.00,"	73113961551403","	中通快递"
"	30","	微信","	20190524135355679261","	A=皿=A","	颜色：红色，19款红白：XXXL，",147.00,0.00,"	73113961551403","	中通快递"
"	31","	微信","	20190524094323444143","	饕饕不嚼","	19蓝白款：M，",354.00,0.00,"	","	"
"	32","	微信","	20190524094323444143","	饕饕不嚼","	19蓝白款：XL，",354.00,0.00,"	","	"
"	33","	微信","	20190524094323444143","	饕饕不嚼","	19蓝白款：XXL，",354.00,0.00,"	","	"
"	34","	微信","	20190524094323444143","	饕饕不嚼","	颜色：红色，19款红白：XXXL，",354.00,0.00,"	","	"
"	35","	微信","	20190524094323444143","	饕饕不嚼","	19款红白：XL，颜色：红色，",354.00,0.00,"	","	"
"	36","	微信","	20190524094323444143","	饕饕不嚼","	19款黑白：L，",354.00,0.00,"	","	"
"	37","	微信","	20190522154208446565","	郑晓梅","	颜色：黄蓝，",88.00,0.00,"	73113812902102","	中通快递"
"	38","	微信","	20190521113417108334","	小衣","	黄色：L，",88.00,0.00,"	","	"
"	39","	微信","	20190520173403356159","	侯子豪","	规格：默认，",129.00,0.00,"	73113698916431","	中通快递"
"	40","	微信","	20190520173403356159","	侯子豪","	套餐：（一套子母包15.6）），",129.00,0.00,"	73113698916431","	中通快递"
"	41","	微信","	20190520173403356159","	侯子豪","	19蓝白款：XXL，",129.00,0.00,"	73113698916431","	中通快递"
"	42","	微信","	20190520151707233654","	-Lina-","	薄荷绿：M，",280.00,0.00,"	","	"
"	43","	微信","	20190520151707233654","	-Lina-","	书包：红蓝，",280.00,0.00,"	","	"
"	44","	微信","	20190520151707233654","	-Lina-","	颜色：黑色，",280.00,0.00,"	","	"
"	45","	微信","	20190520151707233654","	-Lina-","	颜色：绿色，",280.00,0.00,"	","	"
"	46","	微信","	20190520142828734812","	Shan","	红色：S，",88.00,0.00,"	","	"
"	47","	微信","	20190516220420374947","	请叫我 小贱贱","	规格：默认，",202.00,0.00,"	","	"
"	48","	微信","	20190516220420374947","	请叫我 小贱贱","	颜色：绿色，",202.00,0.00,"	","	"
"	49","	微信","	20190516220420374947","	请叫我 小贱贱","	套餐：（一套子母包15.6）），",202.00,0.00,"	","	"
"	50","	微信","	20190516183902926975","	( ????? )","	规格：默认，",1260.00,0.00,"	","	"
"	51","	微信","	20190516175953731916","	光照","	杯子：黑色-礼盒装，",187.00,0.00,"	","	"
"	52","	微信","	20190516175953731916","	光照","	套餐：西电主楼，",187.00,0.00,"	","	"
"	53","	微信","	20190516174834705753","	行","	19款黑白：XL，",59.00,0.00,"	","	"
"	54","	微信","	20190515192857898628","	请叫我 小贱贱","	套餐：西电主楼，",139.00,0.00,"	73113413206449","	中通快递"
"	55","	微信","	20190512000413395269","	miama","	套餐：西电主楼，",139.00,0.00,"	73113443495503","	中通快递"
"	56","	微信","	20190506123342657641","	饕饕不嚼","	套餐：西电主楼，",278.00,0.00,"	","	"
"	57","	微信","	20190504164718557081","	-f","	套餐：主楼+防尘罩，",159.99,0.00,"	","	"
"	58","	微信","	20190504094655291270","	慧奇宝宝","	尺码：M，颜色：活力黄，",124.00,0.00,"	","	"
"	59","	微信","	20190504094655291270","	慧奇宝宝","	尺码：XXL，颜色：雅典红，",124.00,0.00,"	","	"
"	60","	微信","	20190504001221840234","	Zlatan.","	尺码：S，颜色：活力黄，",62.00,0.00,"	","	"
"	61","	微信","	20190504000549219903","	leon","	颜色：白色，",5.00,0.00,"	","	顺丰速运"
